Date,Ticker,Open,High,Low,Close,Volume,AdjClose
2015-01-02,UAL,67.739998,68.08000200000001,65.709999,66.339996,6215000,66.339996
2015-01-05,UAL,66.870003,67.349998,65.5,66.150002,5033400,66.150002
2015-01-06,UAL,66.629997,67.0,63.110001000000004,64.58000200000001,6051700,64.58000200000001
2015-01-07,UAL,64.959999,66.110001,64.0,65.529999,5135000,65.529999
2015-01-08,UAL,65.699997,67.519997,65.410004,66.639999,6889500,66.639999
2015-01-09,UAL,66.760002,66.970001,64.900002,65.339996,3490300,65.339996
2015-01-12,UAL,66.160004,66.849998,63.84,65.91999799999999,5246500,65.91999799999999
2015-01-13,UAL,66.839996,68.260002,65.449997,66.410004,6261700,66.410004
2015-01-14,UAL,65.110001,65.540001,62.650002,64.050003,6743900,64.050003
2015-01-15,UAL,64.279999,66.029999,63.720001,63.830002,6253400,63.830002
2015-01-16,UAL,63.560001,65.75,62.369999,65.75,8142200,65.75
2015-01-20,UAL,67.110001,68.540001,65.849998,68.029999,9473700,68.029999
2015-01-21,UAL,67.610001,69.459999,66.68,69.209999,7082200,69.209999
2015-01-22,UAL,71.0,73.199997,69.82,72.339996,9681200,72.339996
2015-01-23,UAL,72.260002,73.220001,71.510002,73.099998,3810200,73.099998
2015-01-26,UAL,72.540001,74.519997,72.309998,73.620003,5595300,73.620003
2015-01-27,UAL,72.209999,73.510002,71.610001,71.800003,4391600,71.800003
2015-01-28,UAL,72.68,73.800003,70.410004,70.769997,4491000,70.769997
2015-01-29,UAL,71.379997,73.790001,70.709999,73.529999,6116700,73.529999
2015-01-30,UAL,72.879997,73.519997,68.260002,69.370003,8056800,69.370003
2015-02-02,UAL,69.08000200000001,69.379997,65.739998,69.379997,9992200,69.379997
2015-02-03,UAL,67.300003,68.970001,66.699997,67.970001,8797300,67.970001
2015-02-04,UAL,68.800003,72.230003,68.800003,71.699997,6394900,71.699997
2015-02-05,UAL,71.290001,71.349998,68.629997,69.599998,5159600,69.599998
2015-02-06,UAL,69.040001,69.33000200000001,67.139999,67.58000200000001,6423600,67.58000200000001
2015-02-09,UAL,65.699997,66.66999799999999,63.759997999999996,64.57,7972300,64.57
2015-02-10,UAL,65.400002,67.709999,65.230003,67.629997,5488300,67.629997
2015-02-11,UAL,68.339996,68.58000200000001,66.57,67.120003,4394800,67.120003
2015-02-12,UAL,66.010002,67.550003,64.849998,67.339996,4416500,67.339996
2015-02-13,UAL,66.110001,66.589996,65.389999,66.230003,4363900,66.230003
2015-02-17,UAL,66.5,67.43,64.720001,64.93,4447300,64.93
2015-02-18,UAL,65.900002,66.739998,64.5,66.720001,4449300,66.720001
2015-02-19,UAL,68.449997,68.91999799999999,66.040001,66.089996,4806200,66.089996
2015-02-20,UAL,66.089996,68.279999,65.519997,68.010002,4697100,68.010002
2015-02-23,UAL,69.029999,69.83000200000001,67.980003,68.839996,5117000,68.839996
2015-02-24,UAL,67.949997,71.379997,67.269997,70.889999,5185600,70.889999
2015-02-25,UAL,70.559998,70.790001,68.66999799999999,68.690002,4416900,68.690002
2015-02-26,UAL,69.629997,69.699997,66.389999,67.41999799999999,7527400,67.41999799999999
2015-02-27,UAL,67.510002,67.610001,64.709999,65.18,5823900,65.18
2015-03-02,UAL,65.18,67.139999,65.18,66.809998,5052400,66.809998
2015-03-03,UAL,66.199997,69.040001,66.099998,69.0,6008400,69.0
2015-03-04,UAL,68.370003,69.129997,67.589996,68.66999799999999,4579200,68.66999799999999
2015-03-05,UAL,69.300003,69.309998,67.33000200000001,67.91999799999999,3902500,67.91999799999999
2015-03-06,UAL,67.660004,68.309998,66.540001,66.66999799999999,2369900,66.66999799999999
