Date,Ticker,Open,High,Low,Close,Volume,AdjClose
2015-01-02,PEP,94.93,95.339996,94.050003,94.440002,3545700,88.533185
2015-01-05,PEP,94.449997,95.050003,93.720001,93.730003,6441000,87.867593
2015-01-06,PEP,94.08000200000001,94.620003,92.940002,93.019997,6195000,87.201994
2015-01-07,PEP,95.129997,96.230003,94.43,95.739998,6526300,89.751871
2015-01-08,PEP,96.739998,97.910004,96.68,97.480003,7131600,91.38304699999999
2015-01-09,PEP,97.550003,97.66999799999999,96.589996,96.82,4061500,90.764323
2015-01-12,PEP,96.949997,97.339996,96.190002,96.41999799999999,4192700,90.38934
2015-01-13,PEP,96.66999799999999,97.489998,95.82,96.349998,5371300,90.323719
2015-01-14,PEP,95.459999,96.800003,95.459999,96.66999799999999,5126000,90.623704
2015-01-15,PEP,97.139999,97.32,96.379997,96.66999799999999,4424000,90.623704
2015-01-16,PEP,96.660004,97.43,96.339996,97.290001,4404400,91.20492800000001
2015-01-20,PEP,98.33000200000001,98.33000200000001,96.83000200000001,97.510002,7029500,91.411169
2015-01-21,PEP,97.019997,98.220001,96.599998,97.400002,5031100,91.308049
2015-01-22,PEP,97.480003,99.0,97.040001,98.900002,7620400,92.71423
2015-01-23,PEP,98.360001,98.989998,98.099998,98.529999,4857700,92.367369
2015-01-26,PEP,98.190002,98.949997,97.66999799999999,98.690002,4298700,92.51736600000001
2015-01-27,PEP,97.650002,98.050003,95.25,96.720001,7365300,90.670579
2015-01-28,PEP,97.209999,97.769997,95.660004,95.720001,6280100,89.733125
2015-01-29,PEP,95.720001,96.480003,94.870003,96.029999,4600300,90.02373399999999
2015-01-30,PEP,95.110001,95.33000200000001,93.559998,93.779999,7741500,87.914462
2015-02-02,PEP,93.860001,95.440002,93.599998,95.33000200000001,6889500,89.367519
2015-02-03,PEP,96.019997,96.559998,95.58000200000001,96.199997,5090400,90.183099
2015-02-04,PEP,96.029999,97.269997,96.029999,96.599998,5064700,90.558082
2015-02-05,PEP,97.230003,97.230003,96.410004,96.610001,4466200,90.567459
2015-02-06,PEP,96.68,97.059998,96.349998,96.709999,4629200,90.661203
2015-02-09,PEP,96.58000200000001,96.910004,95.589996,95.970001,4217100,89.967489
2015-02-10,PEP,96.730003,98.099998,96.379997,97.989998,6797400,91.861143
2015-02-11,PEP,100.050003,100.760002,99.199997,100.400002,9736400,94.120411
2015-02-12,PEP,100.050003,100.5,99.379997,100.269997,9062300,93.998538
