Date,predict,true
2016-11-25,55.7906494140625,60.03603300000001
2016-11-28,55.91944122314453,60.165247
2016-11-29,56.031288146972656,60.244766999999996
2016-11-30,56.12952423095703,60.721874
2016-12-01,56.2297477722168,59.896873
2016-12-02,56.29950714111328,58.843263
2016-12-05,56.30412673950195,58.89296099999999
2016-12-06,56.26280212402344,59.857117
2016-12-07,56.2237663269043,59.588744
2016-12-08,56.196754455566406,61.000185
2016-12-09,56.21858596801758,60.64235400000001
2016-12-12,56.264774322509766,61.596572
2016-12-13,56.34358596801758,61.79536399999999
2016-12-14,56.457130432128906,62.60048400000001
2016-12-15,56.60415267944336,62.30229300000001
2016-12-16,56.76784896850586,62.202897
2016-12-19,56.92732238769531,61.924580999999996
2016-12-20,57.06850051879883,63.23662699999999
2016-12-21,57.223121643066406,63.157111
2016-12-22,57.38544845581055,63.157111
2016-12-23,57.5415153503418,63.167049
2016-12-27,57.67979049682617,62.858918999999986
2016-12-28,57.79232406616211,62.89867499999999
2016-12-29,57.88142013549805,62.610426
2016-12-30,57.94488525390625,62.520968
