Date,predict,true
2016-11-25,53.4278564453125,60.03603300000001
2016-11-28,53.48179244995117,60.165247
2016-11-29,53.53992462158203,60.244766999999996
2016-11-30,53.598907470703125,60.721874
2016-12-01,53.666439056396484,59.896873
2016-12-02,53.71244812011719,58.843263
2016-12-05,53.72396469116211,58.89296099999999
2016-12-06,53.72169494628906,59.857117
2016-12-07,53.734100341796875,59.588744
2016-12-08,53.73164749145508,61.000185
2016-12-09,53.761810302734375,60.64235400000001
2016-12-12,53.79209518432617,61.596572
2016-12-13,53.853553771972656,61.79536399999999
2016-12-14,53.92530059814453,62.60048400000001
2016-12-15,54.02470779418945,62.30229300000001
2016-12-16,54.11903381347656,62.202897
2016-12-19,54.2088623046875,61.924580999999996
2016-12-20,54.28611755371094,63.23662699999999
2016-12-21,54.39017868041992,63.157111
2016-12-22,54.49168395996094,63.157111
2016-12-23,54.58943557739258,63.167049
2016-12-27,54.684608459472656,62.858918999999986
2016-12-28,54.76474380493164,62.89867499999999
2016-12-29,54.8355598449707,62.610426
2016-12-30,54.88857650756836,62.520968
