Date,predict,true
2016-11-25,57.687416076660156,60.03603300000001
2016-11-28,57.76725769042969,60.165247
2016-11-29,57.84370040893555,60.244766999999996
2016-11-30,57.91771697998047,60.721874
2016-12-01,58.00347900390625,59.896873
2016-12-02,58.06121826171875,58.843263
2016-12-05,58.067386627197266,58.89296099999999
2016-12-06,58.05069351196289,59.857117
2016-12-07,58.05705261230469,59.588744
2016-12-08,58.055274963378906,61.000185
2016-12-09,58.10225296020508,60.64235400000001
2016-12-12,58.15483856201172,61.596572
2016-12-13,58.24541091918945,61.79536399999999
2016-12-14,58.35076904296875,62.60048400000001
2016-12-15,58.48979949951172,62.30229300000001
2016-12-16,58.62234878540039,62.202897
2016-12-19,58.74430847167969,61.924580999999996
2016-12-20,58.8457145690918,63.23662699999999
2016-12-21,58.98154830932617,63.157111
2016-12-22,59.1204719543457,63.157111
2016-12-23,59.25565719604492,63.167049
2016-12-27,59.38572311401367,62.858918999999986
2016-12-28,59.49474334716797,62.89867499999999
2016-12-29,59.589691162109375,62.610426
2016-12-30,59.66046905517578,62.520968
