Date,predict,true
2016-11-25,58.58012008666992,60.03603300000001
2016-11-28,58.69319534301758,60.165247
2016-11-29,58.79319763183594,60.244766999999996
2016-11-30,58.882171630859375,60.721874
2016-12-01,58.97433090209961,59.896873
2016-12-02,59.03895950317383,58.843263
2016-12-05,59.04594039916992,58.89296099999999
2016-12-06,59.0130615234375,59.857117
2016-12-07,58.985382080078125,59.588744
2016-12-08,58.961090087890625,61.000185
2016-12-09,58.981849670410156,60.64235400000001
2016-12-12,59.023616790771484,61.596572
2016-12-13,59.10151290893555,61.79536399999999
2016-12-14,59.2087516784668,62.60048400000001
2016-12-15,59.350616455078125,62.30229300000001
2016-12-16,59.50236129760742,62.202897
2016-12-19,59.647865295410156,61.924580999999996
2016-12-20,59.773681640625,63.23662699999999
2016-12-21,59.91523361206055,63.157111
2016-12-22,60.061424255371094,63.157111
2016-12-23,60.20139694213867,63.167049
2016-12-27,60.32746124267578,62.858918999999986
2016-12-28,60.42918014526367,62.89867499999999
2016-12-29,60.50944900512695,62.610426
2016-12-30,60.56452941894531,62.520968
