Date,predict,true
2016-11-25,53.141780853271484,60.03603300000001
2016-11-28,52.27709197998047,60.165247
2016-11-29,51.473060607910156,60.244766999999996
2016-11-30,50.227935791015625,60.721874
2016-12-01,49.75718307495117,59.896873
2016-12-02,50.855899810791016,58.843263
2016-12-05,51.33742904663086,58.89296099999999
2016-12-06,50.87400817871094,59.857117
2016-12-07,51.84593963623047,59.588744
2016-12-08,54.402740478515625,61.000185
2016-12-09,54.570499420166016,60.64235400000001
2016-12-12,53.64858627319336,61.596572
2016-12-13,53.36869430541992,61.79536399999999
2016-12-14,53.5494499206543,62.60048400000001
2016-12-15,53.08446502685547,62.30229300000001
2016-12-16,52.72099685668945,62.202897
2016-12-19,51.949623107910156,61.924580999999996
2016-12-20,51.0111198425293,63.23662699999999
2016-12-21,50.464019775390625,63.157111
2016-12-22,51.65974807739258,63.157111
2016-12-23,53.024349212646484,63.167049
2016-12-27,53.49454879760742,62.858918999999986
2016-12-28,53.31835174560547,62.89867499999999
2016-12-29,53.43699264526367,62.610426
2016-12-30,53.31105422973633,62.520968
