Date,predict,true
2016-11-25,59.34959411621094,60.03603300000001
2016-11-28,59.41416931152344,60.165247
2016-11-29,59.48189926147461,60.244766999999996
2016-11-30,59.549766540527344,60.721874
2016-12-01,59.621219635009766,59.896873
2016-12-02,59.68250274658203,58.843263
2016-12-05,59.71670913696289,58.89296099999999
2016-12-06,59.72708511352539,59.857117
2016-12-07,59.73896408081055,59.588744
2016-12-08,59.73384094238281,61.000185
2016-12-09,59.74898910522461,60.64235400000001
2016-12-12,59.78013229370117,61.596572
2016-12-13,59.844478607177734,61.79536399999999
2016-12-14,59.9245491027832,62.60048400000001
2016-12-15,60.03468704223633,62.30229300000001
2016-12-16,60.1460075378418,62.202897
2016-12-19,60.25299072265625,61.924580999999996
2016-12-20,60.346160888671875,63.23662699999999
2016-12-21,60.452301025390625,63.157111
2016-12-22,60.56170654296875,63.157111
2016-12-23,60.670040130615234,63.167049
2016-12-27,60.780757904052734,62.858918999999986
2016-12-28,60.8798828125,62.89867499999999
2016-12-29,60.96714401245117,62.610426
2016-12-30,61.036617279052734,62.520968
