Date,predict,true
2016-11-25,59.946041107177734,60.03603300000001
2016-11-28,60.035648345947266,60.165247
2016-11-29,60.125823974609375,60.244766999999996
2016-11-30,60.213539123535156,60.721874
2016-12-01,60.30760192871094,59.896873
2016-12-02,60.37922286987305,58.843263
2016-12-05,60.40729904174805,58.89296099999999
2016-12-06,60.40739440917969,59.857117
2016-12-07,60.412437438964844,59.588744
2016-12-08,60.406349182128906,61.000185
2016-12-09,60.43537139892578,60.64235400000001
2016-12-12,60.47458267211914,61.596572
2016-12-13,60.548004150390625,61.79536399999999
2016-12-14,60.64176940917969,62.60048400000001
2016-12-15,60.76866912841797,62.30229300000001
2016-12-16,60.900638580322266,62.202897
2016-12-19,61.03140640258789,61.924580999999996
2016-12-20,61.15010070800781,63.23662699999999
2016-12-21,61.29220199584961,63.157111
2016-12-22,61.43730163574219,63.157111
2016-12-23,61.58033752441406,63.167049
2016-12-27,61.71858215332031,62.858918999999986
2016-12-28,61.83906936645508,62.89867499999999
2016-12-29,61.944541931152344,62.610426
2016-12-30,62.027427673339844,62.520968
