Date,predict,true
2016-11-25,49.90365982055664,60.03603300000001
2016-11-28,49.1114501953125,60.165247
2016-11-29,50.75365447998047,60.244766999999996
2016-11-30,52.03662872314453,60.721874
2016-12-01,53.49222946166992,59.896873
2016-12-02,53.810302734375,58.843263
2016-12-05,53.70069885253906,58.89296099999999
2016-12-06,53.050323486328125,59.857117
2016-12-07,51.75739669799805,59.588744
2016-12-08,49.88743209838867,61.000185
2016-12-09,52.2947998046875,60.64235400000001
2016-12-12,55.68053436279297,61.596572
2016-12-13,57.195556640625,61.79536399999999
2016-12-14,53.851680755615234,62.60048400000001
2016-12-15,50.27655029296875,62.30229300000001
2016-12-16,49.73337936401367,62.202897
2016-12-19,51.0668830871582,61.924580999999996
2016-12-20,53.005584716796875,63.23662699999999
2016-12-21,54.99200439453125,63.157111
2016-12-22,53.71132278442383,63.157111
2016-12-23,52.439170837402344,63.167049
2016-12-27,53.03523254394531,62.858918999999986
2016-12-28,54.100440979003906,62.89867499999999
2016-12-29,54.53224182128906,62.610426
2016-12-30,53.230838775634766,62.520968
