Date,predict,true
2016-11-25,62.46189880371094,60.03603300000001
2016-11-28,62.53880310058594,60.165247
2016-11-29,62.61231994628906,60.244766999999996
2016-11-30,62.683807373046875,60.721874
2016-12-01,62.77130126953125,59.896873
2016-12-02,62.82262420654297,58.843263
2016-12-05,62.8123664855957,58.89296099999999
2016-12-06,62.78235626220703,59.857117
2016-12-07,62.79300308227539,59.588744
2016-12-08,62.78642654418945,61.000185
2016-12-09,62.846717834472656,60.64235400000001
2016-12-12,62.91349411010742,61.596572
2016-12-13,63.03626251220703,61.79536399999999
2016-12-14,63.1724967956543,62.60048400000001
2016-12-15,63.35197830200195,62.30229300000001
2016-12-16,63.50967788696289,62.202897
2016-12-19,63.644588470458984,61.924580999999996
2016-12-20,63.74545669555664,63.23662699999999
2016-12-21,63.893898010253906,63.157111
2016-12-22,64.0404281616211,63.157111
2016-12-23,64.1788330078125,63.167049
2016-12-27,64.31394958496094,62.858918999999986
2016-12-28,64.42198181152344,62.89867499999999
2016-12-29,64.5151596069336,62.610426
2016-12-30,64.57984161376953,62.520968
