Date,predict,true
2016-11-25,55.81122970581055,60.03603300000001
2016-11-28,55.852989196777344,60.165247
2016-11-29,55.90162658691406,60.244766999999996
2016-11-30,55.95505905151367,60.721874
2016-12-01,56.016448974609375,59.896873
2016-12-02,56.06904983520508,58.843263
2016-12-05,56.10062789916992,58.89296099999999
2016-12-06,56.11894226074219,59.857117
2016-12-07,56.14386749267578,59.588744
2016-12-08,56.15153503417969,61.000185
2016-12-09,56.175045013427734,60.64235400000001
2016-12-12,56.201602935791016,61.596572
2016-12-13,56.25130081176758,61.79536399999999
2016-12-14,56.30830383300781,62.60048400000001
2016-12-15,56.38806915283203,62.30229300000001
2016-12-16,56.46601104736328,62.202897
2016-12-19,56.54214096069336,61.924580999999996
2016-12-20,56.61102294921875,63.23662699999999
2016-12-21,56.699920654296875,63.157111
2016-12-22,56.792625427246094,63.157111
2016-12-23,56.885345458984375,63.167049
2016-12-27,56.98041534423828,62.858918999999986
2016-12-28,57.065799713134766,62.89867499999999
2016-12-29,57.1430778503418,62.610426
2016-12-30,57.2058219909668,62.520968
