Date,predict,true
2016-11-25,58.26853561401367,60.03603300000001
2016-11-28,58.360748291015625,60.165247
2016-11-29,58.44872283935547,60.244766999999996
2016-11-30,58.52885055541992,60.721874
2016-12-01,58.610477447509766,59.896873
2016-12-02,58.666893005371094,58.843263
2016-12-05,58.67757034301758,58.89296099999999
2016-12-06,58.6585578918457,59.857117
2016-12-07,58.64902114868164,59.588744
2016-12-08,58.62382888793945,61.000185
2016-12-09,58.6391716003418,60.64235400000001
2016-12-12,58.6734619140625,61.596572
2016-12-13,58.756370544433594,61.79536399999999
2016-12-14,58.86347198486328,62.60048400000001
2016-12-15,59.011749267578125,62.30229300000001
2016-12-16,59.15959548950195,62.202897
2016-12-19,59.298057556152344,61.924580999999996
2016-12-20,59.412410736083984,63.23662699999999
2016-12-21,59.54542541503906,63.157111
2016-12-22,59.675445556640625,63.157111
2016-12-23,59.79849624633789,63.167049
2016-12-27,59.91748046875,62.858918999999986
2016-12-28,60.01581954956055,62.89867499999999
2016-12-29,60.09701156616211,62.610426
2016-12-30,60.152549743652344,62.520968
