Date,predict,true
2016-11-25,55.08715057373047,60.03603300000001
2016-11-28,55.1605224609375,60.165247
2016-11-29,55.23937225341797,60.244766999999996
2016-11-30,55.319976806640625,60.721874
2016-12-01,55.40424346923828,59.896873
2016-12-02,55.47800827026367,58.843263
2016-12-05,55.52538299560547,58.89296099999999
2016-12-06,55.54759216308594,59.857117
2016-12-07,55.55888366699219,59.588744
2016-12-08,55.56069564819336,61.000185
2016-12-09,55.573036193847656,60.64235400000001
2016-12-12,55.59242248535156,61.596572
2016-12-13,55.6280517578125,61.79536399999999
2016-12-14,55.681636810302734,62.60048400000001
2016-12-15,55.75822067260742,62.30229300000001
2016-12-16,55.8505744934082,62.202897
2016-12-19,55.95259475708008,61.924580999999996
2016-12-20,56.056846618652344,63.23662699999999
2016-12-21,56.173221588134766,63.157111
2016-12-22,56.29593276977539,63.157111
2016-12-23,56.419368743896484,63.167049
2016-12-27,56.53898239135742,62.858918999999986
2016-12-28,56.648216247558594,62.89867499999999
2016-12-29,56.745460510253906,62.610426
2016-12-30,56.82700729370117,62.520968
